"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value","Flag and Footnotes"
"2012","France","WS","Total","Total","Total positive decisions","Person","0",""
"2012","France","WS","Males","Total","Total positive decisions","Person","0",""
"2012","France","WS","Females","Total","Total positive decisions","Person","0",""
"2012","France","TO","Total","Total","Total positive decisions","Person","0",""
"2012","France","TO","Males","Total","Total positive decisions","Person","0",""
"2012","France","TO","Females","Total","Total positive decisions","Person","0",""
"2012","France","TV","Total","Total","Total positive decisions","Person","0",""
"2012","France","TV","Males","Total","Total positive decisions","Person","0",""
"2012","France","TV","Females","Total","Total positive decisions","Person","0",""
"2012","France","TOTAL","Total","Total","Total positive decisions","Person","8,645",""
"2012","France","TOTAL","Males","Total","Total positive decisions","Person","4,590",""
"2012","France","TOTAL","Females","Total","Total positive decisions","Person","4,055",""
"2013","France","AO","Total","Total","Total positive decisions","Person","130",""
"2013","France","AO","Males","Total","Total positive decisions","Person","65",""
"2013","France","AO","Females","Total","Total positive decisions","Person","60",""
"2013","France","CM","Total","Total","Total positive decisions","Person","50",""
"2013","France","CM","Males","Total","Total positive decisions","Person","30",""
"2013","France","CM","Females","Total","Total positive decisions","Person","20",""
"2013","France","CF","Total","Total","Total positive decisions","Person","25",""
"2013","France","CF","Males","Total","Total positive decisions","Person","15",""
"2013","France","CF","Females","Total","Total positive decisions","Person","10",""
"2013","France","TD","Total","Total","Total positive decisions","Person","50",""
"2013","France","TD","Males","Total","Total positive decisions","Person","30",""
"2013","France","TD","Females","Total","Total positive decisions","Person","20",""
"2013","France","CG","Total","Total","Total positive decisions","Person","80",""
"2013","France","CG","Males","Total","Total positive decisions","Person","45",""
"2013","France","CG","Females","Total","Total positive decisions","Person","35",""
"2013","France","CD","Total","Total","Total positive decisions","Person","975",""
"2013","France","CD","Males","Total","Total positive decisions","Person","495",""
"2013","France","CD","Females","Total","Total positive decisions","Person","480",""
"2013","France","GQ","Total","Total","Total positive decisions","Person","5",""
"2013","France","GQ","Males","Total","Total positive decisions","Person","5",""
"2013","France","GQ","Females","Total","Total positive decisions","Person","5",""
"2013","France","GA","Total","Total","Total positive decisions","Person","5",""
"2013","France","GA","Males","Total","Total positive decisions","Person","0",""
"2013","France","GA","Females","Total","Total positive decisions","Person","0",""
"2013","France","ST","Total","Total","Total positive decisions","Person","0",""
"2013","France","ST","Males","Total","Total positive decisions","Person","0",""
"2013","France","ST","Females","Total","Total positive decisions","Person","0",""
"2013","France","BI","Total","Total","Total positive decisions","Person","30",""
"2013","France","BI","Males","Total","Total positive decisions","Person","15",""
"2013","France","BI","Females","Total","Total positive decisions","Person","10",""
"2013","France","KM","Total","Total","Total positive decisions","Person","80",""
"2013","France","KM","Males","Total","Total positive decisions","Person","55",""
"2013","France","KM","Females","Total","Total positive decisions","Person","25",""
"2013","France","DJ","Total","Total","Total positive decisions","Person","15",""
"2013","France","DJ","Males","Total","Total positive decisions","Person","5",""
"2013","France","DJ","Females","Total","Total positive decisions","Person","10",""
"2013","France","ER","Total","Total","Total positive decisions","Person","115",""
"2013","France","ER","Males","Total","Total positive decisions","Person","55",""
"2013","France","ER","Females","Total","Total positive decisions","Person","60",""
"2013","France","ET","Total","Total","Total positive decisions","Person","45",""
"2013","France","ET","Males","Total","Total positive decisions","Person","20",""
"2013","France","ET","Females","Total","Total positive decisions","Person","20",""
"2013","France","KE","Total","Total","Total positive decisions","Person","10",""
"2013","France","KE","Males","Total","Total positive decisions","Person","5",""
"2013","France","KE","Females","Total","Total positive decisions","Person","5",""
"2013","France","MG","Total","Total","Total positive decisions","Person","5",""
"2013","France","MG","Males","Total","Total positive decisions","Person","5",""
"2013","France","MG","Females","Total","Total positive decisions","Person","5",""
"2013","France","MW","Total","Total","Total positive decisions","Person","0",""
"2013","France","MW","Males","Total","Total positive decisions","Person","0",""
"2013","France","MW","Females","Total","Total positive decisions","Person","0",""
"2013","France","MU","Total","Total","Total positive decisions","Person","0",""
"2013","France","MU","Males","Total","Total positive decisions","Person","0",""
"2013","France","MU","Females","Total","Total positive decisions","Person","0",""
"2013","France","MZ","Total","Total","Total positive decisions","Person","0",""
"2013","France","MZ","Males","Total","Total positive decisions","Person","0",""
"2013","France","MZ","Females","Total","Total positive decisions","Person","0",""
"2013","France","RW","Total","Total","Total positive decisions","Person","115",""
"2013","France","RW","Males","Total","Total positive decisions","Person","65",""
"2013","France","RW","Females","Total","Total positive decisions","Person","55",""
"2013","France","SC","Total","Total","Total positive decisions","Person","0",""
"2013","France","SC","Males","Total","Total positive decisions","Person","0",""
"2013","France","SC","Females","Total","Total positive decisions","Person","0",""
"2013","France","SO","Total","Total","Total positive decisions","Person","85",""
"2013","France","SO","Males","Total","Total positive decisions","Person","60",""
"2013","France","SO","Females","Total","Total positive decisions","Person","30",""
"2013","France","UG","Total","Total","Total positive decisions","Person","10",""
"2013","France","UG","Males","Total","Total positive decisions","Person","5",""
"2013","France","UG","Females","Total","Total positive decisions","Person","5",""
"2013","France","TZ","Total","Total","Total positive decisions","Person","0",""
"2013","France","TZ","Males","Total","Total positive decisions","Person","0",""
"2013","France","TZ","Females","Total","Total positive decisions","Person","0",""
"2013","France","ZM","Total","Total","Total positive decisions","Person","0",""
"2013","France","ZM","Males","Total","Total positive decisions","Person","0",""
"2013","France","ZM","Females","Total","Total positive decisions","Person","0",""
"2013","France","ZW","Total","Total","Total positive decisions","Person","5",""
"2013","France","ZW","Males","Total","Total positive decisions","Person","0",""
"2013","France","ZW","Females","Total","Total positive decisions","Person","0",""
"2013","France","DZ","Total","Total","Total positive decisions","Person","90",""
"2013","France","DZ","Males","Total","Total positive decisions","Person","50",""
"2013","France","DZ","Females","Total","Total positive decisions","Person","40",""
